proxy_ip,success_rate,status
181.78.194.249:999,0.8571428571428571,GOOD
195.158.8.123:3128,0.7142857142857143,GOOD
62.113.119.14:8080,0.8571428571428571,GOOD
64.181.240.152:3128,0.8571428571428571,GOOD
128.199.202.122:8080,0.7142857142857143,GOOD
59.6.25.118:3128,0.7142857142857143,GOOD
176.126.103.194:44214,0.8571428571428571,GOOD
217.77.102.18:3128,0.8571428571428571,GOOD
46.161.6.165:8080,0.8571428571428571,GOOD
101.47.16.15:7890,0.7142857142857143,GOOD
